Gn,mean,std
FOXD4L6,3.165,
TMPRSS12,3.164,
DNAJB13,3.164,
IFNGR2,3.163,
PYCARD-AS1,3.161,
VWC2,3.161,
CDK15,3.161,
KLHDC7B,3.16,
DUSP16,3.16,
OR2F1,3.159,
ZSCAN5DP,3.159,
C20orf85,3.158,
CHRNB2,3.156,
ZBTB7C,3.153,
EML6,3.152,
THSD7B,3.151,
TGM5,3.151,
ZNF76,3.15,
CBY3,3.15,
ADGRD2,3.15,
FZD9,3.149,
AATK,3.149,
KIR3DL2,3.148,1.1073292193381332
SUCNR1,3.148,
CYB5RL,3.145,
LDLRAD2,3.143,
ZNF727,3.142,
CPSF4L,3.142,
CLHC1,3.141,
BEX3,3.138,
HARBI1,3.137,
CSF2,3.136,
APC2,3.136,
DAZ2,3.133,0.0
ZNF853,3.129,
PRLH,3.128,
RTL1,3.128,
RGL1,3.127,
CCHCR1,3.127,
DCST2,3.127,
CITED2,3.126,
OR13H1,3.126,
OR2T6,3.126,
RGS17,3.125,
LARGE1,3.125,
RFX2,3.124,
STK16,3.124,
CXCR5,3.123,
KY,3.117,
SOX30,3.116,
FAM74A1,3.114,
OR14I1,3.114,
TTLL13P,3.11,
CT47A9,3.109,
ADAMTS20,3.107,
FAM214A,3.107,
ADAMTS14,3.107,
HOXD4,3.105,
LRP2BP,3.104,
KCNE5,3.103,
GPANK1,3.103,
CCDC173,3.103,
DOCK3,3.1,
FEM1C,3.1,
RNF207,3.098,
CCDC81,3.097,
TRPM5,3.096,
NPY2R,3.095,
SMURF2,3.095,
SIRPD,3.094,
OR5AU1,3.094,
TMEM79,3.093,
OR6C1,3.092,
KLHL6,3.092,
PDE7B,3.09,
SIGLEC5,3.09,
SPATA24,3.089,
KIF19,3.088,
EFCC1,3.088,
HS3ST6,3.086,
RUNDC3B,3.083,
PGBD4,3.082,
ARHGEF15,3.081,
ZNF417,3.0796666666666668,0.8048815647866047
VSIG10,3.078,
CXCR6,3.075,
RIPOR3,3.075,
ZNF682,3.075,
TMEM108,3.074,
APOL4,3.074,
TM4SF20,3.073,
C9orf50,3.071,
CDC14B,3.069,
PRDM1,3.064,
CCDC39,3.064,
C4orf47,3.06,
GRIN2B,3.06,
NLRP10,3.059,
ZNF394,3.058,
PRAMEF19,3.058,
CCDC159,3.056,
FCRL1,3.056,
CACNB1,3.053,
ABCG8,3.049,
CDK20,3.049,
GLIS3,3.046,
WDR90,3.045,
GLB1L3,3.045,
TEX52,3.044,
MAPK4,3.043,
PCDHB10,3.042,
NIM1K,3.041,
HOXC6,3.039,
ADAM18,3.039,
FER1L6,3.038,
NRXN2,3.037,
CAPN3,3.036,
ZNF528,3.035,
FAM47E,3.033,
PPP1R14D,3.03,
ASXL3,3.029,
SLC38A7,3.028,
HS6ST3,3.027,
GIPR,3.027,
SLC7A3,3.025,
EFHB,3.025,
BIVM,3.024,
TIAM2,3.024,
FAM161B,3.022,
FAM166A,3.022,
C22orf15,3.02,
UNC80,3.017,
ITPRID1,3.016,
SEMA5A,3.016,
LINC01560,3.015,
C4orf50,3.014,
TIE1,3.012,
NR5A1,3.012,
ZNF34,3.009,
IGSF10,3.009,
MAGEA2B,3.0065,1.9523218228560573
PTPRN2,3.006,
IFNA21,3.004,
PTPRB,3.003,
OR4D1,3.003,
LRRTM1,3.002,
KIFC2,3.001,
SCNN1B,3.001,
DPPA5,3.001,
ZNF777,3.0,
USP29,2.999,
MMP17,2.998,
SNX22,2.992,
IL20RA,2.988,
NPFFR1,2.987,
PKDREJ,2.987,
SGSM2,2.986,
ASB14,2.985,
AGBL2,2.984,
DHH,2.984,
DCT,2.983,
NIPAL4,2.981,
PTGIR,2.981,
SHROOM4,2.98,
RXYLT1,2.978,
OLFML2B,2.976,
LRRK2,2.975,
ANKRD24,2.973,
ANKRD23,2.973,
ZNF226,2.971,
ZNF32,2.971,
HMX1,2.97,
SLC9A3,2.967,
PER3,2.963,
LRRC63,2.959,
RORB,2.956,
PLK2,2.955,
C9orf135,2.954,
XK,2.954,
POLH,2.952,
GVQW3,2.951,
TSPYL6,2.951,
SIDT1,2.95,
TRPM2,2.948,
CAPN13,2.948,
IFNA4,2.947,
SIM2,2.947,
WSCD1,2.946,
UNC13A,2.944,
ZNF398,2.943,
TRIM17,2.943,
TGFBR3L,2.942,
PDZRN3,2.941,
ZSCAN5B,2.937,
EVC2,2.937,
ABCA9,2.937,
OCSTAMP,2.936,
TRPM8,2.934,
IL17A,2.932,
TEKT3,2.931,
MTMR11,2.93,
TESMIN,2.928,
RHOXF2B,2.927,
AKAP6,2.925,
SLAIN1,2.921,
MST1R,2.92,
PPP4R4,2.92,
SIGLEC10,2.917,
GPR26,2.917,
NLRP12,2.916,
ERCC6L2,2.911,
GDF2,2.91,
NRN1L,2.909,
GJC2,2.909,
LRIT2,2.909,
ZNF396,2.907,
TENT5B,2.906,
PRSS58,2.906,
ZNF529,2.903,
WSB2,2.901,
ASB10,2.901,
GLI4,2.9,
ANO8,2.899,
KLRC3,2.898,
ADCY1,2.898,
KLHL2,2.897,
CFAP46,2.895,
PCDHAC2,2.894,
GALNT8,2.893,
CPLANE1,2.893,
PLSCR2,2.89,
LEMD1,2.89,
ACVR2B,2.889,
NLRP8,2.888,
FOXR2,2.887,
C6orf163,2.886,
CD80,2.882,
CCNB3,2.881,
SOX21,2.879,
MPV17L,2.879,2.630398448904652
GJA9,2.878,
POM121L12,2.876,
SPINT4,2.876,
OR2V1,2.874,
LCTL,2.874,
CCDC114,2.872,
RTEL1,2.8705,0.4744686501761734
C1QL2,2.869,
LRIT3,2.868,
ADAM33,2.863,
ZNF233,2.861,
ADGRB1,2.858,
INSYN2A,2.858,
CFAP221,2.856,
IQCK,2.856,
SEMA3E,2.856,
FLRT1,2.856,
ZNF347,2.853,
RTL5,2.852,
CHRFAM7A,2.851,
CXorf58,2.848,
AGBL3,2.848,
CCDC105,2.847,
RAB26,2.846,
NOX5,2.846,
ZNF319,2.846,
FBXL7,2.843,
GRM8,2.843,
RGS1,2.837,
SP9,2.837,
C19orf71,2.836,
POTEH,2.8325,0.9128748545118331
ZNF681,2.832,
SHH,2.831,
ZNF30,2.828,
ANKRD18A,2.827,
APOL5,2.825,
EOMES,2.824,
PRELID2,2.822,
UTP14C,2.822,
CALHM3,2.819,
SLC29A4,2.819,
ADAMTS7,2.818,
DIO3,2.814,
OR9G1,2.812,
SLITRK3,2.81,
DNAAF4,2.808,
MSANTD4,2.805,
OR10J5,2.804,
LMTK3,2.803,
ZNF140,2.802,
CREB3L3,2.802,
SOX8,2.802,
ZFYVE28,2.799,
DMRT3,2.798,
SPINK14,2.798,
FEV,2.798,
IFNA7,2.797,
BDP1,2.796,
OR10H1,2.794,
PCDHAC1,2.794,
ARID5A,2.793,
TTC24,2.79,
NOD2,2.79,
MORN1,2.789,
CCDC178,2.787,
KIR2DL1,2.786,
NLRP11,2.786,
DLX2,2.786,
KIR2DL2,2.786,
PCDHGA3,2.785,
FSHB,2.781,
RESF1,2.779,
GABRQ,2.779,
LINC02694,2.779,
TTC34,2.779,
TRIM51,2.779,
BRS3,2.777,
SYTL3,2.776,
REM2,2.776,
UNC5A,2.776,
DNAI4,2.772,
ZNF71,2.771,
ZNF200,2.77,
ZSCAN22,2.769,
CCDC78,2.769,
PLEKHG6,2.768,
PANX2,2.766,
UNC13C,2.765,
JAKMIP2,2.764,
ADCY4,2.763,
TMTC1,2.762,
GRK4,2.761,
LILRB4,2.761,
IL10RA,2.761,
CNIH3,2.76,
VEGFC,2.758,
OR4D10,2.758,
MIPOL1,2.758,
INSYN2B,2.758,
FANCM,2.757,
CDADC1,2.756,
OTOP2,2.756,
VNN3,2.755,
ST6GALNAC3,2.753,
SEC14L6,2.751,
ANKS1B,2.749,
PCDHB1,2.747,
KIAA1549L,2.744,
SPATA13,2.744,
FAM81B,2.742,
GAD1,2.74,
URAD,2.737,
FCRL3,2.737,
TMC5,2.736,
OAZ3,2.736,
VPREB1,2.734,
DEUP1,2.733,
ZNF354B,2.73,
DUSP21,2.728,
C9orf152,2.728,
TARM1,2.727,
KCNA10,2.727,
FASLG,2.726,
LIPI,2.722,
WDR27,2.72,
NT5C1B-RDH14,2.718,
NOS1,2.716,
IFNA17,2.714,
CFLAR,2.713,
RASGRP1,2.713,
CDX4,2.713,
ZNF816,2.713,0.06929646455628156
MAGEB10,2.71,
ZNF563,2.71,
C14orf177,2.705,
TLE2,2.704,
IL9R,2.704,
ZNF282,2.701,
ZNF232,2.7,
REC8,2.695,
RSPH3,2.694,
GDF9,2.691,
MAGEC3,2.691,
GRIN2A,2.691,
FNDC11,2.69,
GPR4,2.69,
CNPPD1,2.689,
RHOBTB1,2.688,
BRINP3,2.686,
HYAL4,2.686,
SPATA4,2.685,
CCDC113,2.683,
AFF2,2.683,
ZSCAN12,2.681,
ZNF382,2.68,
ACSM4,2.679,
PDE9A,2.678,
SLFN13,2.676,
TP63,2.676,
NPC1L1,2.669,
NUGGC,2.668,
ANKEF1,2.666,
IRAK1BP1,2.666,
CNTN6,2.666,
TAGAP,2.665,
PCDH11Y,2.6645,0.5550788232314399
CAPN8,2.664,
FGF7,2.664,
TGM6,2.664,
SPDYE2,2.663,
DLEC1,2.662,
HYKK,2.659,
FBXO39,2.659,
ZP4,2.658,
TPTE2,2.657,
LRP3,2.657,
TPTE2P1,2.657,
DCAF8L1,2.657,
CNTN5,2.652,
PRDM11,2.651,
FREM3,2.651,
FEZ1,2.649,
HOXC5,2.649,
ARMC3,2.647,
B3GALT5,2.646,
NPBWR2,2.645,
HR,2.643,
ZNF562,2.642,
SYT4,2.642,
NLRP13,2.64,
RTP5,2.64,
PRYP4,2.64,
PAX3,2.638,
ZNF474,2.638,
LHX2,2.638,
FBXL5,2.634,
KCNK4,2.634,
ZNF793,2.634,
ZNF625,2.6334999999999997,0.17606958851545057
TNP2,2.632,
ZNF492,2.629,
MUCL3,2.628,
PLEKHH2,2.628,
IRX2,2.627,
CCL4,2.627,
EFCAB13,2.624,
SPDYE6,2.623,
SPDYE2B,2.623,
CCDC166,2.622,
NKAPL,2.622,
CACNG5,2.622,
NPAS1,2.621,
OVCH1,2.614,
TET3,2.614,
ZNF79,2.61,
TSSK2,2.61,
PLEKHG4B,2.61,
UBL4B,2.61,
ZNF585B,2.607,0.08909545442950476
SLITRK6,2.606,
CHFR,2.606,
OR52J3,2.605,
MCF2,2.605,
ZSWIM5,2.604,
GPR42,2.604,
C1orf167,2.603,
RBPJL,2.599,
GPATCH2L,2.598,
LHX4,2.598,
ADAMTS2,2.598,
ALX3,2.597,
FLACC1,2.595,
ZNF521,2.591,
PLK4,2.59,
GRIN2D,2.589,
NUDT22,2.588,
KCNH8,2.588,
LRRCC1,2.587,
PTPN22,2.586,
HIVEP3,2.586,
TERT,2.586,
ZFP82,2.583,
SLC35A4,2.583,
F8,2.582,
FNDC1,2.579,
C5AR2,2.576,
GABRR3,2.576,
CEP295,2.576,
ZFP69,2.574,
BRINP2,2.574,
THAP3,2.572,
GPR153,2.571,
ANO5,2.568,
TERB2,2.565,
LRRC66,2.563,
POU3F4,2.563,
NRG3,2.562,
TAS1R3,2.56,
EPOR,2.558,
SLITRK1,2.555,
PCNX1,2.551,
LILRA1,2.547,
MDGA1,2.545,
IL2RA,2.54,
GPRC5D,2.538,
FBXO40,2.537,
TMEM130,2.537,
STPG1,2.536,
CPEB3,2.535,
RTEL1-TNFRSF6B,2.535,
SEMA3A,2.534,
PRAMEF20,2.533,
ZFAT,2.533,
FRMPD4,2.532,
ACER3,2.53,
LRRC23,2.528,
CCDC146,2.526,
ANO4,2.525,
LMBR1L,2.523,
ARMH4,2.521,
OR4B1,2.52,
IQCH,2.519,
EXOC3L1,2.519,
ZBTB37,2.518,
NLRP6,2.517,
CYP26C1,2.515,
PPDPFL,2.515,
LINC00528,2.514,
MAPK8IP2,2.513,
PPARGC1B,2.51,
TMEM26,2.509,
CCDC38,2.509,
ABCC11,2.507,
NABP1,2.507,
PIM1,2.506,
FAM200A,2.506,
PDCD1,2.504,
PLAGL1,2.504,
TMEM59L,2.503,
CCDC148,2.503,
FAM135A,2.502,
TLX1,2.501,
AANAT,2.501,
EPHA10,2.498,
SETD4,2.498,
ZBTB26,2.497,
TEX26,2.495,
OR1L6,2.493,
LNX1,2.492,
FABP12,2.492,
ZNF611,2.49,
FICD,2.489,
ZMYM6,2.481,
KIR3DL3,2.4806666666666666,0.025501633934580076
ZNF285,2.48,
NTN5,2.478,
ORAI3,2.475,
GABRR1,2.475,
OR2A14,2.473,
KCTD11,2.473,
EFCAB6,2.472,
ETV1,2.471,
ZNF469,2.471,
PRAMEF22,2.47,
ZNF236,2.467,
KIAA1109,2.467,
PKHD1L1,2.465,
DACH2,2.465,
OR8J3,2.463,
ZNF365,2.462,
AMHR2,2.459,
PLA2G4F,2.459,
RIBC2,2.457,
TET1,2.457,
TNNI3K,2.456,
SYTL5,2.455,
MEIOC,2.454,
ACER1,2.452,
FAM106C,2.451,
FAM106A,2.451,
TGFB3,2.45,
FAM228B,2.45,0.8838834764831844
KCNJ6,2.448,
CCDC27,2.448,
APLN,2.448,
TMEM187,2.447,
CDH18,2.447,
TTBK1,2.446,
SOX14,2.444,
CYB5D1,2.443,
RASGRF1,2.442,
MAB21L3,2.44,
USHBP1,2.438,
MS4A7,2.437,
NOL4,2.437,
PRRG2,2.437,
GBGT1,2.437,
ANKMY1,2.435,
NIPAL3,2.433,
GRIK1,2.433,
MGAT3,2.433,
ZBTB8B,2.432,
LGI4,2.429,
PARPBP,2.429,
TMPRSS15,2.427,
SIX6OS1,2.426,
C14orf39,2.426,
AMZ1,2.425,
UBXN11,2.425,
C16orf96,2.424,
PCDHGC5,2.424,
ZFP14,2.423,
ADGRF5,2.423,
BAIAP3,2.421,
STOX2,2.419,
NOS2,2.418,
ZNF70,2.418,
SPATA46,2.417,
LGALS16,2.415,
NAP1L3,2.412,
PLCH2,2.411,
ZNF117,2.411,
TDO2,2.407,
ZNF420,2.403,
PRRG4,2.4,
USP17L10,2.4,
CTAGE8,2.399,
CTAGE6,2.399,
CTAGE15,2.399,
KCNJ4,2.399,
RNPEPL1,2.398,
TDRD9,2.397,
EVC,2.396,
PLB1,2.395,
ZBBX,2.394,
ERVV-2,2.393,
RYK,2.392,
METTL4,2.387,
ZNF197,2.387,
ANO3,2.386,
FOXP2,2.384,
LRRC43,2.382,
FHAD1,2.381,
ZNF287,2.379,
SCN9A,2.378,
KBTBD13,2.376,
FGF13,2.374,
SEC31B,2.373,
STX19,2.372,
ZBED6CL,2.372,
FAM215A,2.371,
SPATA48,2.37,
RORA,2.37,
OR5H6,2.368,
RPGRIP1,2.367,
DCHS2,2.365,
CYP4Z2P,2.364,
LCOR,2.364,
SPACA5B,2.364,
CYP4Z1,2.364,
KRBOX1,2.36,
ZNF19,2.359,0.8824692629208114
EFCAB5,2.357,
B4GALNT3,2.356,
ZNF620,2.354,
MROH2B,2.352,
FIBCD1,2.351,
VWA7,2.35,
MAP3K19,2.348,
CYP26A1,2.348,
STARD6,2.346,
TTMP,2.345,
C3orf52,2.345,
CEACAM18,2.342,
C10orf113,2.341,
KIF26B,2.34,
GRID2IP,2.337,
DRC7,2.335,
MYO3B,2.334,
TRPM1,2.333,
TRIM50,2.333,
MUC16,2.331,
POTEG,2.33,
OR52E6,2.326,
CCL22,2.326,
XKR6,2.325,
CACNB2,2.323,
GDF5,2.322,
MAGEB17,2.322,
KRTAP4-2,2.319,
LRTM1,2.316,
NXPH3,2.316,
ZNF783,2.316,
FUT10,2.315,
TENM4,2.313,
ZNF675,2.311,
APOBEC3H,2.311,
PAX8,2.31,
CCDC154,2.309,
C1orf87,2.308,
RP1,2.306,
CACNA1A,2.303,
ZNF251,2.301,
CHIC1,2.3,
DEDD,2.299,
ADGRG4,2.298,
TRIML1,2.296,
RADIL,2.295,
PRAMEF17,2.294,
GPR50,2.292,
BACE1,2.291,
JAKMIP3,2.29,
KIAA0319,2.287,
SPEF2,2.287,
SLC16A8,2.285,
TYR,2.283,
EPHA6,2.282,
TAS2R41,2.278,
HSFY2,2.277,
TPTE,2.277,
NFKBIZ,2.275,
GBX2,2.274,
ELOA2,2.274,
AWAT1,2.271,
ZNF391,2.269,
P2RX6,2.268,
DSCAML1,2.267,
SCN8A,2.267,
GOLGA6A,2.265,
MTMR8,2.265,
GOLGA6B,2.262,
SPATC1,2.261,
ZNF491,2.26,
FAM9A,2.259,
ZFP2,2.258,
OR5AK2,2.255,
CFAP44,2.255,
CHRNA1,2.254,
HIPK3,2.254,
FCRL5,2.253,
TRIM6-TRIM34,2.253,
TRIM34,2.253,
TMEM132C,2.252,
GAL3ST3,2.252,
HIPK2,2.248,
EOLA1,2.2479999999999998,2.354665581351203
ADGRL4,2.247,
CEFIP,2.245,
TAAR1,2.245,
GIN1,2.244,
ARL5C,2.242,
NPAP1,2.239,
CFAP251,2.238,
QRICH2,2.235,
ZNF321P,2.234,
FAM189B,2.233,
ABCA10,2.232,
NLRP1,2.231,
NLRP14,2.23,
VSTM1,2.23,
CCNI2,2.23,
PIP5KL1,2.228,
COLCA1,2.226,
ZNF260,2.226,
CAMTA1,2.225,
DOK4,2.225,
GOLGA6L6,2.225,
NOX4,2.222,
GML,2.221,
UPK3B,2.218,
CCDC33,2.218,
KLF1,2.218,
CLEC4F,2.217,
NME9,2.214,
MOSPD3,2.213,
TRPC5,2.212,
FAM167B,2.211,
SOCS5,2.21,
CCDC171,2.209,
ZNF485,2.208,
IL2,2.208,
NUP210L,2.207,
LMNTD1,2.207,
PARP3,2.204,
ZNF536,2.204,
RALGPS1,2.202,
DAZ4,2.2013333333333334,0.8193340791968398
CYP27C1,2.2,
SPAG17,2.195,
PTPRR,2.195,
TESK1,2.19,
AADACL3,2.187,
ADCY10,2.187,
ANKRD18B,2.186,
RFPL4AL1,2.186,
LAPTM5,2.185,
BMX,2.184,
C17orf64,2.184,
CD300LD,2.183,
B3GNT5,2.181,
OTOGL,2.181,
HES7,2.181,
PPARGC1A,2.179,
OSR1,2.179,
ZNF286A,2.179,
CCDC63,2.179,
CCDC170,2.176,
B9D1,2.176,
NOTUM,2.172,
SLC26A9,2.169,
CACNA2D4,2.169,
COL6A5,2.169,
SPAG16,2.168,
ZNF234,2.168,
EFCAB10,2.168,
BRWD1-AS2,2.167,
YPEL2,2.166,
ZNF630,2.165,
HCN4,2.164,
LINC02203,2.164,
OR4N4,2.164,
KANSL1L,2.163,
ZNF304,2.163,
KREMEN2,2.162,
NCR3,2.159,
PRAMEF12,2.158,
TOPAZ1,2.154,
GTF2IRD2,2.152,
HAS2,2.151,
NLRP5,2.151,
PATL2,2.15,
CCDC169,2.1494999999999997,0.7771103525240157
CST9,2.149,
MDGA2,2.148,
ZSCAN21,2.148,
ZNF286B,2.146,
KIAA1958,2.145,
BTBD18,2.144,
CDKL5,2.142,
PMFBP1,2.142,
ZNF572,2.141,
XAGE1B,2.138,
TEX44,2.137,
POM121L1P,2.137,
SLC22A4,2.137,
KRTAP10-1,2.133,
FAN1,2.133,
FAM182A,2.133,
ZNF112,2.1285,0.2694076836320747
VWA3B,2.127,
GPR137B,2.127,
PRKG2,2.127,
SCN3A,2.125,
SCNN1A,2.124,
FAM71F2,2.123,
PRDM14,2.121,
INSIG1,2.121,
PP2D1,2.117,
VWA5B1,2.117,
USPL1,2.116,
TTLL7,2.116,
NDST3,2.115,
AMER1,2.115,
HEATR4,2.115,
FAM155B,2.115,
GRM6,2.114,
UNQ9370/PRO34162,2.114,
LRRC37A3,2.113,
GPR75,2.113,
GPR157,2.112,
ZNF25,2.112,
TMC3,2.111,
C6orf141,2.11,
XKRX,2.109,
YPEL1,2.106,
OR2T8,2.106,
SNAI2,2.104,
RNF32,2.104,
ZNF549,2.104,
APOBEC1,2.103,
APBB3,2.101,
ZNF676,2.1,
WEE2,2.098,
CCDC150,2.096,
MPP3,2.095,
BBOF1,2.094,
NR0B2,2.093,
ZIC4,2.093,
ASIC5,2.09,
MICA,2.088,
OR10G3,2.088,
CAPN11,2.087,
DNAI1,2.086,
DYRK2,2.084,
LRIT1,2.083,
CDH9,2.082,
CACNA1B,2.081,
OR8H3,2.081,
OR8D1,2.078,
ANKDD1A,2.076,
OOSP1,2.075,
PREX2,2.073,
MYRFL,2.073,
CFAP74,2.072,
TSSK3,2.071,
SSX6P,2.071,
SLFN12L,2.07,
SCN1A,2.07,
OR2K2,2.07,
ZNF772,2.069,0.2050609665440988
ARNTL2,2.068,
TTLL11,2.068,
OR5AP2,2.067,
ENTPD8,2.067,
ZGRF1,2.066,
TRPC7,2.065,
TERB1,2.064,
SLX4IP,2.063,
ATRNL1,2.063,
PRDM4,2.063,
ZBTB46,2.062,
CLEC2D,2.062,
WDR25,2.06,
ZBTB47,2.06,
SPAG4,2.059,
ZNF850,2.058,
CSNK1G2,2.058,
TTLL4,2.058,
TMBIM4,2.0573333333333337,0.8174358282662519
ZNF804B,2.056,
ZNF334,2.056,
OR4N2,2.055,
MAGEB5,2.054,
IL17RE,2.054,
CCNYL2,2.054,
DGKI,2.053,
PTCHD3,2.049,
CTLA4,2.049,
ABCB9,2.048,
WDR31,2.047,
CCDC157,2.046,
OPN3,2.044,
SHISAL2B,2.044,
C2CD6,2.043,
ZNF567,2.043,
NLRP7,2.042,
DUSP6,2.042,
ADGB,2.042,
GPR137C,2.039,
OR10S1,2.038,
ZNF266,2.036,
C3orf22,2.035,
NCR2,2.034,
SPINK13,2.034,
ZNF865,2.033,
ZNF99,2.033,
M1AP,2.032,
LRP1B,2.032,
CHST5,2.031,
FAM122C,2.031,
IFNA16,2.03,
SLC51A,2.03,
ZNF554,2.029,
B3GALT2,2.028,
PLK5,2.025,
ZNF564,2.025,
PODNL1,2.024,
HOXA1,2.023,
GTF2IRD2B,2.0215,0.0657609306503489
USP6,2.021,
ZNF514,2.017,
GOLGA6D,2.017,
TRMT9B,2.015,
CCNF,2.012,
OR4X2,2.008,
KIR3DX1,2.006,
CALML6,2.006,
SAMD15,2.006,
CASR,2.005,
TMPRSS6,2.005,
SLC35F5,2.004,
SHD,2.0,
OR10J1,2.0,
STK32B,1.997,
KLHL30,1.996,
ZNF80,1.995,
CAPN12,1.994,
SLC9C2,1.993,
C1orf105,1.991,
OR10AG1,1.99,
KIRREL3,1.99,
SHISA9,1.989,
NKAIN1,1.988,
TXK,1.987,
SPATA22,1.986,0.187
GALNTL6,1.985,
MROH5,1.982,
SETDB2,1.981,
LUZP2,1.978,
ZNF506,1.977,
ANGPTL1,1.976,
CIITA,1.976,
RGPD2,1.976,
PCDHB11,1.976,
ZNF83,1.976,1.4154515180676448
TAS2R43,1.975,
MIR7-3HG,1.975,
OR51D1,1.974,
RGPD1,1.9729999999999999,0.0014142135623731748
TSSK6,1.971,
ADAMTS17,1.969,
SERTAD1,1.969,
LINC01554,1.969,
CCDC89,1.968,
SIAH1,1.964,
SLC44A5,1.964,
CWH43,1.964,
DGAT2,1.963,
ADAMTS18,1.963,
MUSK,1.963,
ZNF585A,1.9605000000000001,0.8251936136447009
PGBD1,1.96,
CCDC151,1.959,
ITGAD,1.957,
OR10AD1,1.954,
SLC9A4,1.953,
SLC28A2,1.953,
ZSWIM3,1.953,
PIGP,1.952,
OR2T34,1.952,
SORCS3,1.951,
ZNF717,1.951,
MTUS2,1.951,
ANKRD30A,1.951,
TBC1D3C,1.947,
TBC1D3,1.947,
TBC1D3L,1.947,
FUT1,1.947,
PPEF2,1.946,
STAG3L1,1.943,
ZNF343,1.943,0.16122034611053274
STAG3L2,1.943,
STAG3L3,1.943,
BCL2L14,1.943,
FTHL17,1.942,
ZNF141,1.941,
FAM205A,1.941,
OR2M7,1.94,
PLEKHM3,1.94,
MAP3K8,1.939,
GCGR,1.937,
DISP2,1.936,
ZNF461,1.933,
NETO1,1.932,
CFAP61,1.931,
SLC39A5,1.929,
OR8B8,1.928,
MMP27,1.928,
NGF,1.927,
ZNF765,1.927,
PAQR8,1.926,
HTR3D,1.926,
MCOLN3,1.923,
ZNF546,1.923,
FAM153B,1.9223333333333332,0.4910950349304432
CHRNB1,1.921,
FBXO15,1.921,
NUDT17,1.919,
OR5H14,1.919,
CDH7,1.917,
FSHR,1.916,
LY6E,1.915,
ZNF439,1.915,
TMIGD1,1.915,
WNT2,1.909,
PCED1A,1.907,
FAM187B,1.905,
PEX2,1.903,
TMEM106A,1.902,
USP26,1.899,
KDM5D,1.898,
TAS2R42,1.897,
DAGLA,1.896,
ZNF441,1.896,
RND1,1.896,
PER2,1.894,
OR10H5,1.893,
KCNF1,1.891,
PRORY,1.89,
DCDC2C,1.889,
SPDYE4,1.889,
WSCD2,1.887,
FGD5,1.887,
PCARE,1.885,
HS3ST3B1,1.883,
SH3TC2,1.883,
TOGARAM1,1.882,
FAM151B,1.881,
SPAG11B,1.8795,0.6272037149124676
HHLA2,1.879,
ZNF138,1.877,
DEFB108B,1.876,
GOLGA6L22,1.876,
C16orf74,1.875,
CLCNKA,1.875,
TLR4,1.872,
CPA5,1.872,
NME8,1.87,
MCF2L2,1.869,
ZNF699,1.865,
FAM200B,1.859,
THAP8,1.859,
SCGB1D4,1.859,
ZNF561,1.856,
TLR7,1.856,
FIGN,1.855,
IRX4,1.855,
ZNF223,1.8536666666666666,0.2774713198392463
MDH1B,1.853,
CD200R1L,1.848,
NR1I2,1.848,
PIF1,1.847,
FAM71E1,1.847,
PAX2,1.843,
SLC9C1,1.84,
MARCHF7,1.838,
RAPGEF3,1.836,
SLC9B1,1.835,
TRPC3,1.835,
ZNF525,1.8325,1.6652364696943192
MTMR7,1.829,
KCNB2,1.829,
PRSS33,1.828,
OR2L2,1.826,
ZNF423,1.823,
CROCC2,1.823,
ZNF728,1.822,
KEL,1.821,
HCFC1R1,1.821,
TBC1D3I,1.8195000000000001,0.18031222920256962
TBC1D26,1.818,
ZNF225,1.818,
ZNF443,1.8135000000000001,0.4560838738653232
PRKAG3,1.813,
ZNF135,1.811,
ZNF425,1.81,
SLC22A10,1.81,
KIF9,1.809,
ZBTB8A,1.807,
CD300LB,1.807,
SNRNP25,1.807,
OR10D3,1.806,
APCDD1,1.806,
AMIGO3,1.805,
OR4E2,1.805,
ZNF624,1.803,
LAG3,1.801,
BPIFC,1.801,
ADAM28,1.801,
NREP,1.8,
USP21,1.798,
SOX6,1.797,
KREMEN1,1.792,
EYS,1.792,
ZNF490,1.791,
ZNF782,1.79,
C16orf78,1.79,
C1orf220,1.789,
FBXO36,1.788,
BPIFB4,1.787,
ZNF397,1.782,
BTBD6,1.78,
FBXO16,1.778,
GOLGA6L4,1.7770000000000001,1.2105668093913693
NBPF15,1.775,
TIGD5,1.771,
PCNX4,1.77,
IFNA10,1.767,
OR5B3,1.767,
PLEKHH1,1.767,
GPR61,1.766,
FAM174C,1.7650000000000001,0.00424264068711921
COQ4,1.765,
TBC1D3F,1.7645,0.48861078579990425
ZNF211,1.764,
KRBA1,1.762,
GPR171,1.761,
GRIN3B,1.761,
WDR64,1.758,
HOXD8,1.757,
VSTM4,1.757,
RHEX,1.756,
FBXW10,1.755,
NLRP3,1.754,
PLD5,1.752,
ZNF716,1.744,
ANKUB1,1.741,
TMC1,1.741,
BICDL1,1.739,
MORN4,1.738,
ISM1,1.737,
PLEKHD1,1.736,
ZC3H12B,1.735,
MEP1B,1.735,
IL12RB1,1.735,
C6orf226,1.735,
AMBN,1.735,
TRPV1,1.735,
LCN10,1.735,
OR13C3,1.734,
NPFF,1.733,
NCMAP,1.733,
KRTAP20-3,1.732,
GRIK4,1.731,
ZNF517,1.73,
MROH2A,1.728,
KCNT1,1.727,
ZNF551,1.726,
ZNF433,1.725,
IQSEC3,1.724,
PLEKHA4,1.723,
ZNF813,1.723,
EFNA3,1.722,
NXF2B,1.721,
